"","text","sentiment"
"22728","Israel s Netanyahu Denies  Baseless  Reports of New Scandal","Very Negative"
"22729","China to Ease Curbs on Foreign Investment After Complaints","Neutral"
"22730","Taiwanese President Plans 2 US Stops  Likely Irking China","Negative"
"22731","Theresa May Scolds Kerry for Focus on Israel Settlements","Neutral"
"22732","Congo Deal Reached for Kabila to Step Down After 2017 Elections","Negative"
"22733","Madrid Bans Heavy Vehicles Jan  3 5 in Anti Terror Measure","Negative"
"22734","Longtime Editor Kai Diekmann Leaves Germany s Bild","Neutral"
"22735","Vladimir Putin Won t Expel U S  Diplomats as Russian Foreign Minister Urged","Negative"
"22736","Finnish Court Convicts Neo Nazi to 2 Years in Prison","Negative"
"22737","UN Envoy Sees  Historic Opportunity  for Cyprus Reunification in 2017","Neutral"
"22738","AP PHOTOS  Amid Poverty Surge  Bus Helps Greece s Homeless","Negative"
"22739","China Court Sentences 23 People to Jail for Smuggling Fuel","Neutral"
"22740","China Urges U S  Not to Allow Taiwan President to Stop Over","Neutral"
"22741","Kazakh Leader Orders Foreign Ministry to Prepare for Syria Talks","Neutral"
"22742","Syrian Forces and Allies Clash With Rebels Near Damascus  Monitors  Rebel Official","Negative"
"22743","Trump Praises Putin for Holding Back in U S  Russia Spy Dispute","Negative"
"22744","Egypt s Government Approves Transfer of Islands to Saudis","Neutral"
"22745","Six Feet Across and Full of Peril  England s Killer Creek","Very Negative"
"22746","Former Hospital Intern Charged With Terror Counts in France","Negative"
"22747","Russia s Putin Decides Against Expelling U S  Diplomats in Response to Sanctions","Neutral"
"22748","Malaysian NGOs Plan to Send Aid Flotilla to Help Rohingyas in Myanmar","Positive"
"22749","Romanian President Nominates Regional Politician as Next PM","Neutral"
"22750","Mexico s Maya Point Way to Slow Species Loss  Climate Change","Very Negative"
"22751","U S  Says Taiwan President s Transit Based on  Long Standing Practice ","Neutral"
"22752","Taiwan Announces U S  Itinerary for President  Upsetting China","Negative"
"22753","Serbia Has No More Beds for Migrants as Bottlenecks Build  UNHCR","Neutral"
"22754","3 Dead in Shootout in Russia s Dagestan","Negative"
"22755","China to Prosecute Former Senior Spy Catcher for Graft","Very Negative"
"22756","EU s Schulz Gives Up Run at German Chancellery Spiegel","Neutral"
"22757","Romania s Grindeanu Named PM Designate  to Quickly Form Cabinet","Neutral"
"22758","China s Xinjiang Sets Up Legal Team to Prosecute Terror Cases","Very Negative"
"22759","Turkey Detains 40 Suspected IS Militants in Raids","Neutral"
"22760","Turkish Army  1 600 Islamic State  Kurdish Militants  Neutralised  in Syria","Neutral"
"22761","S  Koreans Demand President s Removal on New Year s Eve","Neutral"
"22762","In a Brutal Year in Venezuela  Even Crime Fighters Are Killers","Very Negative"
"22763","With Clock Ticking  Palestinians Pin Hopes on Paris Summit","Neutral"
"22764","Turkish Committee Clears Draft Expanding Erdogan s Powers","Neutral"
"22765","Britain  Edging Towards Trump  Scolds Kerry Over Israel","Neutral"
"22766","Syria s Cease Fire Holding Despite Minor Violations","Neutral"
"22767","Stocks Rise as Strong 2016 Nears the End  UK Hits a Record","Neutral"
"22768","Clashes  Air Raids Tarnish Russia and Turkey s Syria Truce","Negative"
"22769","At Least 9 Killed  Many Trapped in Indian Coal Mine Collapse","Very Negative"
"22770","Duterte Delegates Philippines Into Economic Sweet Spot but Misgivings Rising","Neutral"
"22771","SKorea Shuts Website Mapping Women of Childbearing Age","Neutral"
"22772","Underage Girls Trapped in Pakistan Bride Exchanges","Negative"
"22773","Russian Jets Target Islamic State Around Syria s Al Bab  Turkish Military","Neutral"
"22774","Benefits of Indian Cash Overhaul Elusive as Deadline Passes","Negative"
"22775","At Least 10 Killed in Mine Collapse in Eastern India","Very Negative"
"22776","Turkey Detains 30 Islamic State Suspects in Adana Dogan Agency","Neutral"
"22777","Plans for Stronger Turkish Presidency Pass First Hurdle","Neutral"
"22778","Beijing Police Punished After Environmentalist s Death in Custody","Very Negative"
"22779","Turkish Parliamentary Commission Approves Constitutional Change Draft Law Anadolu","Neutral"
"22780","Spies vs  Spies  A Cold War Regularity That Never Quite Cooled","Negative"
"22781","China to Prosecute Former Senior Spy Catcher for Graft","Very Negative"
"22782","Uncertainty Over New Chinese Law Rattles Foreign Nonprofits","Negative"
"22783","Top China Leader Says Catholics Must Act  Independently ","Neutral"
"22784","Australian Police Charge Man Over New Year s Eve Threats in Sydney","Negative"
"22785","The State of the War in Syria","Neutral"
"22786","Cubans Surf the Web at Home in Havana Pilot Project","Neutral"
"22787","China Official Dealing With Taiwan Accused of Bribery","Very Negative"
"22788","Mayor of China s Chongqing Steps Down  Paving Way for Promotion","Negative"
"22789","Catholics in China Should Integrate Into Socialist Society Senior Party Official","Neutral"
"22790","Benefits of Indian Cash Overhaul Elusive as Deadline Passes","Negative"
"22791","Argentine Court Reopens Investigation of Ex President in  94 Bomb Case","Negative"
"22792","In  Red  and  Blue  Israel  Separate Lives and Divergent Narratives","Negative"
"22793","Clashes Violate Syria Ceasefire Soon After It Starts","Negative"
"22794","Terrorist Attack at Nightclub in Istanbul Kills Dozens","Very Negative"
"22795","Around 20 30 People May Be Wounded in Gun Attack on Istanbul Nightclub NTV","Negative"
"22796","New Year s Attack on Packed Istanbul Club Leaves 39 Dead","Very Negative"
"22797","At Least 35 Killed in New Year Gun Attack at Istanbul Nightclub","Very Negative"
"22798","Two Suicide Attackers Kill at Least Two in Syria s Tartous  State TV  Monitors","Very Negative"
"22799","Police Say Pilot on Canadian Airline Found Passed Out Drunk","Negative"
"22800","Congo Rulng Party  Opposition Sign Deal for Kabila to Step Down","Very Negative"
"22801","U N  Security Council Adopts Syria Resolution","Neutral"
"22802","Congo President to Leave After 2017 Vote Under New Deal","Neutral"
"22803","Peru s President Kuczynski Says May Sue Odebrecht","Negative"
"22804","New UN Chief Wants Consensus but Faces Antagonistic Trump","Negative"
"22805","Canadian Police Charge Impaired Pilot Passed Out in Cockpit","Negative"
"22806","France s Hollande Warns Against Nationalism in New Year Address","Neutral"
"22807","Italy President Says Electoral Law Needed Before New Vote","Neutral"
"22808","U N  Encourages  but Stops Short of Endorsing  Syria Cease Fire","Neutral"
"22809","Man Arrested After Shouting  Bomb  at Berlin New Year Party","Negative"
"22810","U N  Security Council Welcomes Syria Truce  Rebels Warn They Could Abandon It","Neutral"
"22811"," It Is Usain Bolt    Olympic Champ Calls Into Man United TV","Positive"
"22812","No Big New Year s Celebrations for Iraq s Displaced","Neutral"
"22813","The World Welcomes 2017","Neutral"
"22814","The World Welcomes 2017","Neutral"
"22815","Palestinian President Ready to Work With Trump for Peace","Positive"
"22816","Taiwan s President Accuses China of Renewed Intimidation","Negative"
"22817","France s Hollande Says to Visit Iraq Monday","Neutral"
"22818","Pope Urges the Faithful to Help Youth Find Purpose","Positive"
"22819","U N  Security Council Council Welcomes Syria Ceasefire Brokered by Russia and Turkey","Neutral"
"22820","Indian Coal Mine Death Toll Rises to 16  Some Still Trapped","Very Negative"
"22821","Pope  in Year End Message  Urges Action on Youth Unemployment","Neutral"
"22822","Wife and Lover Confess to Envoy s Murder","Very Negative"
"22823","Patriotic Rapping","Neutral"
"22824","With Trump  Russia Goes From Thursday s Foe of U S  to Friday s Friend","Negative"
"22825","Two bombs kill and injure dozens in Iraq","Very Negative"
"22826","Excitement Builds in New York s Times Square as Midnight Nears","Neutral"
"22827","Closing China s Ivory Market  Will It Save Elephants ","Neutral"
"22828","Propaganda With a Millennial Twist Pops Up in China","Very Negative"
"22829","Iranian Airliner Returns to Airport After Engine Failure","Negative"
"22830","ISIS Claims 2 Bombings in Baghdad  While Fighting to Hold On to Mosul","Neutral"
"22831","A Maverick Former Japanese Prime Minister Goes Antinuclear","Neutral"
"22832","Trump s Indonesia Projects  Still Moving Ahead  Create Potential Conflicts","Negative"
"22833","Rome Theater Fires Orchestral Director for Denying Santa","Negative"
"22834","Russian  Iranian Presidents Agree to Work Closely on Syria  Kremlin","Neutral"
"22835","Italy to Seek to Track Down and Deport Migrants With No Right to Stay","Neutral"
"22836","Long Gas Lines  Price Hike Mar Holiday Season in Mexico","Negative"
"22837","Nigeria s Buhari Says Will Pursue Peace in Restive Niger Delta in 2017","Positive"
"22838","Damaged by War  Syria s Cultural Sites Rise Anew in France","Negative"
"22839","Venezuela Frees Jailed Activists  Ex Presidential Candidate","Neutral"
"22840","Venezuela Ex Opposition Governor Says Released From House Arrest","Negative"
"22841","4 Injured  1 Seriously  When Driver Crashes Into Pedestrians","Very Negative"
"22842","Finland Kicks Off Celebrations for 100 Years of Independence","Neutral"
"22843","Egypt Court Backs Government in Red Sea Islands Dispute","Negative"
"22844","Thai King Urges Unity in First New Year Speech","Positive"
"22845","16 Bodies Recovered After Mine Collapse in India","Negative"
"22846","Egypt Releases Remains of Paris Flight Crew","Neutral"
"22847","Merkel Says Islamist Terrorism Is Biggest Test for Germany","Negative"
"22848","Romania  48 Iraqis Discovered in Truck Carrying Chocolate","Neutral"
"22849","China s Xi Offers Populist Message in New Year s Eve Address","Neutral"
"22850","Egypt Hands Over Remains of Air Crash Victims","Negative"
"22851","UN Backs Russian Turkish Syria Efforts as Cease Fire Wavers","Neutral"
"22852","3 000 Years Ago  It Ruled the Mideast  Now Blown to Pieces","Neutral"
"22853","French Far Right Short on Funds  Can Russia Help  Again ","Very Positive"
"22854","South Korea Court Issues Arrest Warrant for Pension Chief in Corruption Scandal","Very Negative"
"22855","Sinai Explosion Kills Officer and Soldier","Negative"
"22856","Boko Haram Leader Says Violent Campaign Continues","Negative"
"22857","Roadside Bomb Kills Police Officer  Soldier in Egypt","Very Negative"
"22858","Lighting Up the Sky Across the Globe","Neutral"
"22859","China Considering Strong Measures to Contain Taiwan  Sources","Neutral"
"22860","Japan Eyes Trilateral Talks With China  South Korea in February  Kyodo","Neutral"
"22861","Puppy Love  Hundreds Compete in Madrid Dog Race to Promote Adoption","Positive"
"22862","S  Korea Leader Bolsters Military Against Rival Pyongyang","Negative"
"22863","India s Modi Defends Decision to Demonetize High Value Bills","Neutral"
"22864","Caution Marks Iraqi Army Advance Against Islamic State North of Mosul","Neutral"
"22865","Korean Official Charged With Illegally Swaying Samsung Merger Vote","Negative"
"22866","Yazidi Woman Escapes Islamic State in Mosul as Iraqi Forces Advance","Neutral"
"22867","Syria Rebels  Ceasefire  Void  if Government Violations Persist","Neutral"
"22868","Top China Coal Province Vows 20 Percent Cut in Pollution by 2020 Xinhua","Neutral"
"22869","Agatha Christie Had Little Known Role in Ancient Nimrud","Negative"
"22870","Turning Iraq History to Rubble  Leaving the Mess to Looters","Negative"
"22871","IS Claims Baghdad Suicide Bombings That Killed 28","Very Negative"
"22872","Brazil Says Greek Ambassador Murdered by Wife s Policeman Lover","Neutral"
"22873","Baghdad Blasts Kill 29 as Mosul Fighting Intensifies","Negative"
"22874","Indonesia Warns Airline After Videos Appear to Show Intoxicated Pilot","Negative"
"22875","China s Ying Kou Port Group Chairman Sentenced to 14 Years for Bribery  Xinhua","Negative"
"22876","Taiwan Leader Urges China for  Calm  Talks as Pressure Grows","Positive"
"22877","Thick Fog Shrouds Dubai Ahead of New Year s Eve Fireworks","Neutral"
"22878","China State Broadcaster Rebrands in International Push","Neutral"
"22879","Code Associated With Russia Hacking Found on Vermont Utility Computer","Neutral"
"22880","Taiwan Says Will Be Calm When Dealing With China  but 2017 Will Test National Security","Positive"
"22881","Ban Ki Moon Buoyed by Climate Accord but Laments Conflicts","Negative"
"22882","UN Security Council to Vote on Syria Cease Fire Agreement","Neutral"
"22883","The Lauded Russian Hacker Whose Company Landed on the U S  Blacklist","Neutral"
"22884","China Considering Strong Measures to Contain Taiwan Sources","Neutral"
"22885","Canada Today  Reporting That Stood Out in 2016","Neutral"
"22886","Taiwan Says Will Be Calm When Dealing With China  but 2017 Will Test National Security","Positive"
"22887","Always Mangle Korean Names  It Might Not Be Your Fault","Negative"
"22888","China Says  Sky Net  Campaign Recovers  331 Million in Corruption Losses","Very Negative"
"22889","How Russians Pay to Play in Other Countries","Neutral"
"22890","Wedding Vows a Blessing for Clean Up of Filthy Indonesian River","Neutral"
"22891","Code Associated With Russia Hacking Found on Vermont Utility Computer","Neutral"
"22892","No Space for Hong Kong Independence  China Says","Neutral"
"22893","U S  Embassy in Guatemala Closes Temporarily After Threats","Negative"
"22894","60 Injured in Crowd Crush at Australian Music Festival","Very Negative"
"22895","Venezuela s Deadliest Year","Neutral"
"22896","South Korea Court Issues Arrest Warrant for Pension Chief in Corruption Scandal","Very Negative"
"22897","Montreal Police Face a Storm of Criticism Over Surveillance of a Journalist","Negative"
"22898","As South Sudan Troops Killed and Raped  U N  Forces Didn t Stop Them","Very Negative"
"22899","South Korea s Ruling Party in Turmoil Ahead of Election","Negative"
"22900","Clashes Between Farmers and Herders Kill 18 in Niger","Negative"
"22901","U S  Floats Idea of  Humanitarian Parole  for Uzbekistan Prisoner","Negative"
"22902","New Child Abuse Suits Filed Against Catholic Church in Guam","Negative"
"22903","Japan Nudges Wary Firms to Invest in Russia to Help Resolve Islands Dispute","Negative"
"22904","In Ukraine  Not Even the Top Banker Trusts the Banks","Negative"
"22905","Kerry  Rice Meet Senior Chinese Official in New York","Neutral"
"22906","Ivory Coast Approves New Constitution  Opposition Claims Fraud","Very Negative"
"22907","Pakistani Gang Rape Victim Walks the Fashion Runway","Negative"
"22908","Microsoft Says Russia Linked Hackers Exploiting Windows Flaw","Negative"
"22909","Palestinians  Fatah Sets Nov  29 as Date for Leadership Vote","Neutral"
"22910","Poll Shows Greece s Government 24 Points Behind Opposition","Negative"
"22911","Yemeni Money Exchange  Owners Sanctioned for Aiding AQAP U S  Treasury","Neutral"
"22912","AP Photos  Poles Honor Heroes  Loved Ones on All Saints  Day","Positive"
"22913","Nicaragua s Ortega Seen Easily Winning Third Straight Term  Poll","Neutral"
"22914","France to Begin Moving Migrant Minors From Calais on Wednesday  Officials","Neutral"
"22915","Pope Francis Says Ban on Female Priests Is Likely to Endure","Neutral"
"22916","1 Dead  2 Hurt in Multiple Stabbings in Vancouver","Very Negative"
"22917","Pakistani Opposition Leader  Imran Khan  Calls Off Protest","Very Negative"
"22918","Pakistani Opposition Retracts Claim Two Supporters Killed in Clashes With Police","Very Negative"
"22919","Iraqi Army Enters Mosul","Neutral"
"22920","Pope Rules Out Women s Ordination Forever","Neutral"
"22921","Morocco Says Crushing of Vendor in Garbage Truck Was Homicide","Very Negative"
"22922","U S  Officials Say North Korea Preparing Missile Launch  Report","Neutral"
"22923","Mexico s Peso Reels From Trump s Upswing in Polls","Neutral"
"22924","Nigerian Senate Refuses to Consider  30 Billion Loan Plan","Negative"
"22925","Behind 2016 s Turmoil  a Crisis of White Identity","Very Negative"
"22926","Jailed Ex Brazil Congress Leader May Not Get to Tell All","Neutral"
"22927","US Billionaire Settles With Cayman Islands Over Reef Damage","Negative"
"22928","U S  Issues Travel Advisory for India Amid Fears of Islamic State Attacks","Very Negative"
"22929","Deal on Cyprus Reunification Closer Than Ever  U N  Envoy","Neutral"
"22930","Brazil Grotto Collapse Kills 10 Worshippers and Injures 4","Very Negative"
"22931","Nigerian Leader Holds Inconclusive Talks to Halt Oil Attacks","Negative"
"22932","Xi Jinping May be  Core Leader  of China  but He s Still Really Nervous","Negative"
"22933","Brazil Spending Cap Debated in Senate  Left Seeks Referendum","Neutral"
"22934","UN Chief Fires General in South Sudan After Harsh Report","Negative"
"22935","Lebanon s 2 Major Parties Back Hariri for PM","Neutral"
"22936","Italians Throw Party to Welcome Migrants in Milan","Positive"
"22937","Pope Says He Believes Ban on Female Priests Is Forever","Neutral"
"22938","Documents Show Islamic State Obsessions  Beards and Concubines","Neutral"
"22939","Turkey Denies Rights Group s Allegations of Post Coup Abuse","Very Negative"
"22940","Colombia s Santos Wants Closer Trade Ties With Post Brexit Britain","Neutral"
"22941","Full of Filth and Hope  Calais Migrant Camp Is No More","Neutral"
"22942","State Media Say 13 Killed in Karaoke Fire in Vietnam","Negative"
"22943","U N  Peacekeepers Failed to Respond to South Sudan Hotel Attack  Inquiry","Very Negative"
"22944","Practical Matters Will Outweigh Puritanism for Evangelical Rio Mayor","Neutral"
"22945","R J  Reynolds Loses Bid to End TV Anti Smoking Ad Requirement","Negative"
"22946","Venezuelan Opposition Eases Temperature at Vatican Request","Negative"
"22947","2 Brothers Killed in Shooting in Sweden","Negative"
"22948","As U S  Election Approaches Its Climax  Ask a Question","Neutral"
"22949","European Bailout Head Hopeful on Greek Debt Relief This Year","Positive"
"22950","Kosovo Police Official Released From Serbian Jail","Neutral"
"22951","Niger Delta Leaders Ask Buhari to Withdraw Army From Oil Producing Communities","Neutral"
"22952","AP PHOTOS  The Last Days of France s Calais Migrant Camp","Neutral"
"22953","Venezuela Opposition Scraps Maduro Trial but Presses Demands","Negative"
"22954","Zimbabwe Minister Accuses Mugabe Deputy of Using State Institutions in Succession Bid","Negative"
"22955","Refugees Languish in Greek Limbo as Alarm Grows in Brussels","Very Negative"
"22956","Turkey Names Trustee After Elected Pro Kurdish Mayor Jailed","Neutral"
"22957","EU Delegation Urges Sri Lanka to Improve Human Rights","Positive"
"22958","Albania Nominates Its First Female Army General","Neutral"
"22959","Jailed Anti Putin Activist Says He Is Being Tortured in Jail","Negative"
"22960","After Days of Heavy Rain  Egypt s Nile Turns Murky Brown","Negative"
"22961","Tank Battles and Stalin Selfies at Belarussian War Museum","Negative"
"22962","Pope Delivers Blessings Before Mass","Neutral"
"22963","Turkey to Buy 24 More Lockheed F 35 Aircraft  Defense Minister Says","Positive"
"22964","Iranian Parliament Approves Three New Rouhani Ministers","Neutral"
"22965","Ethiopia Names Technocrats  New Ministers in Reform Government","Positive"
"22966","Assad in Person  Confident  Friendly  No Regrets","Neutral"
"22967","Tank Battles and Stalin Selfies at Belarussian War Museum","Negative"
"22968","Iran s Parliament Approves 3 New Ministers","Neutral"
"22969","Jailed Russian Activist Alleges He Was Tortured","Negative"
"22970","German Cannibalism Killing Case Retrial Begins in Dresden","Negative"
"22971","Ukraine to Investigate Officials With Over  100 000 in Cash","Neutral"
"22972"," Help Us Upgrade  Don t Evict Us   Sierra Leone s Slum Dwellers Battle for Their Homes","Positive"
"22973","Germany to Dissolve Child Marriages  With Some Exceptions","Neutral"
"22974","Romania  2 Canadians Survive a Night at Dracula s Castle","Neutral"
"22975","Zimbabwe Prepares to Introduce New Currency This Month","Neutral"
"22976","Russia Accuses Rebels in Aleppo of Killing Civilians","Very Negative"
"22977","Turkey Military Deployment in Silopi Related to Iraq Developments  Minister","Neutral"
"22978","A Toddler Dies as Her Mother Checks Her Phone  and China Wrings Its Hands","Negative"
"22979","Turkey Deploys Tanks  Military Vehicles to Border With Iraq","Negative"
"22980","Russian Lawmaker Says No Talks Being Held on Island Handover to Japan","Neutral"
"22981","Nelson Mandela Foundation Says Zuma Is Failing in Duties","Negative"
"22982","Germany  Clock Ticking for Facebook to Act Over Hate Speech","Negative"
"22983","German Police Seize Weapons From Anti Government Extremists","Negative"
"22984","Iraqi Army Enters Mosul TV Station Building  Elite Unit Commander Says","Positive"
"22985","Turkish Military Deploy Tanks  Military Vehicles to Iraqi Border Area  Sources","Negative"
"22986","11 Face Charges in Moroccan Fish Vendor Death After Protests","Very Negative"
"22987","Syrian Refugee Sought After Family Found Dead in Freezer in Denmark","Negative"
"22988","Top Diplomats to Visit Myanmar s Troubled Northern Rakhine  Sources","Negative"
"22989","Italian Prosecutor Holds Talks in Egypt Over Probe Into Student s Killing","Negative"
"22990","9 Killed in Car Bomb Blast at Checkpoint in Northern Nigeria","Very Negative"
"22991","Pope Names Successor to Guam Archbishop Accused of Sex Abuse","Very Negative"
"22992","Niger Delta Leaders Want Army Out and Oil Firms to Relocate to Region","Neutral"
"22993","To Many in China  Bai Ling s Role in Documentary Is a Step Too Far","Neutral"
"22994","China s J 20 Stealth Fighter Makes Public Air Show Debut","Neutral"
"22995","Twelve Dead in Huge Blast at Pakistani Ship Breaking Yard","Very Negative"
"22996","China and Malaysia Sign Deals on Navy Vessels","Neutral"
"22997","Mandela Foundation Rebukes Zuma  Joins Calls for Leadership Change","Neutral"
"22998","Mosul Is Breached by Iraqi Forces  Heralding a New  Complex Phase","Negative"
"22999","Brother of 3 Americans Slain in Serbia in 1999 Seeks Justice","Neutral"
"23000","Taiwan s KMT Party Tells China It Is Pushing for Peace","Positive"
"23001","China s Xi Taiwan s Changing Politics Won t Affect Meaning of  One China  Principle","Neutral"
"23002","Turkey Pushed Into Coup Process in Planned Way  Opposition Leader","Very Negative"
"23003","Pakistan s Opposition Leader Calls Off  Million Men  March","Negative"
"23004","Moroccan Authorities  Facing Protests  Charge 11 Over Fishmonger s Death","Very Negative"
"23005","Russia Dismisses British Allegations About Spy Threat","Very Negative"
"23006","Colombian President on UK State Visit as Peace Deal Teeters","Positive"
"23007","Kremlin Says Aleppo Rebel Attacks Jeopardize Pause in Air Strikes","Very Negative"
"23008","Iran Court Issues Verdict for Suspects in Saudi Embassy Attack","Very Negative"
"23009","South African Man Goes to Prison for Pistorius Scam Attempt","Very Negative"
"23010","All Sides May Be Committing War Crimes in Aleppo  U N  Says","Neutral"
"23011","UK Treasury Chief Promises to  Strike Back  on Cyber Threat","Very Negative"
"23012","Afghan Official  Roadside Bomb Blast Kills 7 Civilians","Very Negative"
"23013","Russia s Putin  Italy s Renzi Discuss Energy Projects  Tass","Neutral"
"23014","UK Spy Chief Sees Growing Threat From Russian Cyber Attacks  Espionage","Very Negative"
"23015","Islamic State Kills 40 Near Mosul  Tries to Move 25 000 to Use as Shields  U N  Says","Negative"
"23016","In China Trade Dispute  EU Accuses Government Mouthpiece of Censoring Envoy","Very Negative"
"23017","French President  No More Migrants Allowed at Calais Camp","Neutral"
"23018","Pakistan Opposition Leader Backs Down From Threat to Shut Down Capital","Very Negative"
"23019","Iraqi Troops Battle Islamic State Inside Mosul","Neutral"
"23020","Russians Unconcerned by Kremlin s Saber Rattling","Neutral"
"23021","As Water Dries Up  West Bank Village Thirsts for a Less Precarious Supply","Very Negative"
"23022","Holy Icons  Dazed Dog Saved From Rubble in Quake Hit Italy","Neutral"
"23023","Russia Protests Pressure to Deny Port Access to Its Warships","Very Negative"
"23024","Top Official Says Russia Won t Give Up Disputed Islands","Negative"
"23025","Turkey Rejects Europe s  Red Line  on Press Freedom After Detentions","Negative"
"23026","Turkey Could Draft  Limited Measure  on Death Penalty  PM Says","Very Negative"
"23027","Myanmar s Suu Kyi Visits Japan  Seeking Investment  as Crisis Builds at Home","Negative"
"23028","Indonesia Still in Talks to Buy  Nine or 10  Sukhoi Su 35 Jets  Official","Neutral"
"23029","Pope Francis Praises Secular Sweden Over Asylum Seekers","Neutral"
"23030","Turkey Rejects Europe s  Red Line  on Press Freedom After Detentions","Negative"
"23031","German Woman Attacks Police With Box Cutter  IS Flags Found","Negative"
"23032","Turkish Army Chief Discusses Military Cooperation in Russia","Neutral"
"23033","Turkish PM Says Nationalist Support Important for Constitutional Change","Positive"
"23034","Denmark Issues Warrant for Syrian Suspected in Family Deaths","Negative"
"23035","Turkish Prime Minister Rejects Criticism on Paper Detentions","Very Negative"
"23036","Exclusive  U S  Stopped Philippines Rifle Sale That Senator Opposed Sources","Negative"
"23037","Thai Entertainment  TV Soaps to Resume 30 Days After King s Death  PM","Negative"
"23038","U S  Concerned About Press Freedom in Turkey After Arrests State Dept","Negative"
"23039","Philippine Military Says It Has Killed 70 Militants","Negative"
"23040","Turkey Names Custodian to Replace Detained Kurdish Mayors","Neutral"
"23041","Nepal Drains Dangerous Glacial Lake to Safe Level","Negative"
"23042"," We ve Returned to the Stone Age   Quake Levels Italian Town","Neutral"
"23043","India  Pakistan Trade Border Fire in Kashmir  8 Killed","Negative"
"23044","Russia Says Resumption of Syria Peace Talks Delayed Indefinitely","Neutral"
"23045","Pope Presses Call for Unity in Sweden With New Beatitudes","Positive"
"23046","In the Rubble of an Airstrike in Yemen","Neutral"
"23047"," We Don t Owe Anyone   Egypt Jousts With Its Chief Benefactor  Saudi Arabia","Positive"
"23048","First the Trauma  Now the Grief and the Angst  for Britons in Brussels","Very Negative"
"23049","Explosion at Pakistani Ship Breaking Yard Kills 11 Laborers","Very Negative"
"23050","Spectacular New Hamburg Concert Hall Completed   Finally","Positive"
"23051","Philippine Special Envoy Ramos Quits  Aide Says China Mission Accomplished","Neutral"
"23052","Pakistan s Imran Khan Backs Off From Threat to Shut Down Capital","Very Negative"
"23053","The Fall of Choi Soon Sil  From Blue House Confidante to Incarceration","Negative"
"23054","The Latest  China State Media Say All 33 Miners Found Dead","Negative"
"23055","Sri Lanka Cracks Down on Owners of Elephants Taken From Wild","Very Negative"
"23056","India Says It Is Committed to Global Tobacco Control Treaty","Neutral"
"23057","At Least 19 Killed in Latest India Pakistan Border Firing","Negative"
"23058","Germany s Gabriel  in Beijing  Squares Up to China Over Trade Policy","Neutral"
"23059","Prosecution Rejects Banker s Lack of Control in HK Double Murder Trial","Very Negative"
"23060","U N  Human Rights Investigator to Assess Australia s Asylum Policy","Neutral"
"23061","Japan Protests China s Drilling Activity in East China Sea","Negative"
"23062","Australia and China Agree to Share Financial Crime Intelligence","Negative"
"23063","Asian Shares Languish as Jittery Investors Eye 2016 Election","Very Negative"
"23064","In Rare Move  China Criticizes Trump Plan to Exit Climate Change Pact","Neutral"
"23065","Kurdish Authorities Detain Japanese Journalist in Iraq","Neutral"
"23066","Xi Meets Taiwan Opposition Amid Chill in Government Ties","Very Negative"
"23067","Hong Kong Leader Raises Prospect of Controversial Legal Request to Beijing","Negative"
"23068","Producer Sorry for Japanese  Idol  Group s Nazi Like Outfits","Neutral"
"23069","Sony Corp  2Q Net Profit Plunges 86 Pct as Strong Yen Stings","Neutral"
"23070","Russia Security Official  U S  Russia Ties Will Improve RIA","Positive"
"23071","Millions of Women and Girls From the World s Poorest Countries Denied Contraception","Very Negative"
"23072","The Latest  UN  Violence Kills 1 792 Iraqis in October","Negative"
"23073","Filipinos Clean Graves  Pray  Honor Dead on All Saints  Day","Positive"
"23074","Pyongyang Joyfully Lobs Barbs at Seoul Political Scandal","Negative"
"23075","China Debuts J 20 Stealth Jet in Show of Strength at Country s Biggest Expo","Neutral"
"23076","The Latest  S  Korean President Nominates New Prime Minister","Neutral"
"23077","China s Cybersecurity Draft Law Targets Foreign Hackers","Neutral"
"23078","Palestinian Lawyer Fights for Women  One Divorce at a Time","Neutral"
"23079","Palestinian Lawyer Fights for Women  One Divorce at a Time","Neutral"
"23080","South Korean President Replaces Premier  Others Amid Scandal","Negative"
"23081","Iraqi Forces Edge Into Mosul  Major Urban Warfare Lies Ahead","Negative"
"23082","South Korean Prosecutors Arrest Woman at Center of Political Crisis","Negative"
"23083","Chinese  Malaysian Navies to Cooperate in South China Sea","Neutral"
"23084","Feud at India s Top Conglomerate Shocks a Proud Community","Positive"
"23085","Head of Saudi Based Islamic Group Resigns After Egypt Joke","Negative"
"23086","Cuba Falling Short of Foreign Investment Goals","Negative"
"23087","Indonesian Rescuers Locate Missing Plane  Recover 4 Bodies","Positive"
"23088","China s J 20 Stealth Fighter Makes Public Air Show Debut","Neutral"
"23089","Seven Decades of Efforts to Eradicate Malaria","Neutral"
"23090","Australia and China Agree to Share Financial Crime Intelligence","Negative"
"23091","Bus Passenger Kills 4 Suspected Thieves Near Mexico City","Negative"
"23092","China s Manufacturing Hits 2 Year High as Demand Perks Up","Neutral"
"23093","Choi Soon sil  at Center of Political Scandal in South Korea  Is Jailed","Negative"
"23094","Telescope Group Chooses Canary Islands as Alternative to Hawaii","Neutral"
"23095","La Presse Says Montreal Police Tracked Journalist s iPhone","Neutral"
"23096","13 Dead  20 Missing After China Coal Mine Blast","Negative"
"23097","ICC Gets Support After 3 Withdrawals  but Kenya Is Critical","Neutral"
"23098","At Least 18 Die and Scores Are Missing in Indonesia Boat Accident","Negative"
