"","text","sentiment"
"28296","Factbox  Economic Impact  Business Closures From Hurricane Matthew","Neutral"
"28297","Kapoor Family Affair at  Mirzya  Premiere","Neutral"
"28298","Nation s Oldest Park Ranger Receives Congressional Award","Positive"
"28299","Repeal or Reform  Death Penalty Voter Decisions for 3 States","Negative"
"28300","Ex Rentboy com CEO Pleads Guilty in U S  Prostitution Case","Negative"
"28301","Man Defends Facebook Live Video of Heroin Overdosed Couple","Neutral"
"28302","Teacher Accused of Writing  Focus  on Student s Forehead","Negative"
"28303","Officials Investigate Cross Burning at Western Kentucky Home","Very Negative"
"28304","Jobless Rate for Hispanic Americans Jumped in September","Negative"
"28305","Investigators  Man Shot by Tennessee Deputy Had Gun","Neutral"
"28306","Recalls This Week  Children s Nightgowns  Electric Scooters","Neutral"
"28307","US Surgeon General Warns of Possible Computer Breach","Negative"
"28308","Wet and Wild  New Jersey Teens Drive 1 000 Miles for Matthew","Negative"
"28309","ABC s Diane Sawyer Asks That  Pink Slime  Case Be Dismissed","Negative"
"28310","A Must Win Debate for Donald Trump  but Not a Must Rehearse One","Neutral"
"28311","1 of Last USS Arizona Survivors of Pearl Harbor Attack Dies","Very Negative"
"28312","Factbox  Oil and Gasoline Terminals Shuttered Ahead of Hurricane","Neutral"
"28313","Rentboy com CEO Pleads Guilty to Promoting Prostitution","Negative"
"28314","Court Says Officers  Shooting of Unarmed Man Was Justified","Neutral"
"28315","Hurricane Matthew Disrupts Stores  Plants and Transport","Neutral"
"28316","Obama Campaigns for Democratic House Candidates","Neutral"
"28317","Atlantic City Offers Buyouts as Part of Fiscal Recovery Plan","Neutral"
"28318","Republican Trump Says 70 Percent of Federal Regulations  Can Go ","Neutral"
"28319","The Latest  Top UK Finance Official Explains Pound s Plunge","Neutral"
"28320","Trump Hit by His Own Lewd Remarks About Women  Caught on Tape","Negative"
"28321","The Latest  Backpage Attorney Blasts Raid  CEO s Arrest","Neutral"
"28322","Cops Plan to Charge Dad in Scary Clown Mask Who Followed Bus","Negative"
"28323","Ex Officer Injured in Fatal Crash Speaks Out About the Wreck","Very Negative"
"28324","Where Americans Found Jobs  Health Care  Offices  Retail","Neutral"
"28325","12 500 Coal Retirees Told Health Plans Will End Without Bill","Neutral"
"28326","Man Acquitted of Illegally Shooting Bear on His Back Deck","Negative"
"28327","Wisconsin Says It s Fixed Voter ID Problems at DMV Offices","Negative"
"28328","Chicago Police Department Drafts New Use Of Force Policy","Neutral"
"28329","Stocks End Lower to Cap First Weekly Loss in a Month","Negative"
"28330","Man Gets 6 Years in Prison for Abandoning Pit Bulls","Negative"
"28331","The Scariest Haunted House This Election Year   Doomocracy ","Very Negative"
"28332","4 Men Indicted in Stolen HIV Medication Scheme","Negative"
"28333","4 500 Flights Canceled for Storm  Some Florida Airports Open","Neutral"
"28334"," It s a Gamble   Cruisers Secure Sailboat Home  Flee Matthew","Neutral"
"28335","US Accuses Russia  Syria of War Crimes  France Seeks UN Vote","Negative"
"28336","USDA  Egg Group Inappropriately Targeted Vegan Spread","Negative"
"28337","Harmful Algae Forces Shellfish Ban in Parts of New England","Negative"
"28338","US Wholesale Inventories Dip in August  but Sales Improve","Positive"
"28339","Image of Asia  Waving at the Parade of Japanese Olympians","Neutral"
"28340","The Latest  Utah s Lee Calls on Trump to Quit After Apology","Neutral"
"28341","The Latest  Brunswick County Visitors Leave Ahead of Matthew","Neutral"
"28342","Bird Brain  Smart Stork Hides in Zoo Loo to Duck Hurricane","Positive"
"28343","The Latest  Chinese Glassmaker Unveils Finished Ohio Plant","Neutral"
"28344","AP Top 25 to Be Released Monday Because of Delayed Game","Negative"
"28345","Pharmacist Slain by Dad Is Recalled as Energetic  Outgoing","Positive"
"28346","Joe Buck Says Vocal Cord Damaged in 2011 Hair Procedure","Negative"
"28347","Maryland Woman Charged With Assaulting Special Needs Student","Neutral"
"28348","Leaders Congratulate Colombian President for Nobel Prize","Very Positive"
"28349","New Hampshire Brothers Tangle on Front End Loader  Crane","Negative"
"28350","Car Fire Strands 100 Vehicles Descending Mount Washington","Neutral"
"28351","The Latest  Sheriff  Helicopter Broke Apart Before Crashing","Very Negative"
"28352","Stranded Residents  We Regret Riding Out Hurricane Matthew","Negative"
"28353","Vermont Man Convicted of Killing Wife Appeals to State Court","Very Negative"
"28354","At Least 4 Die in Duplex Explosion on Pine Ridge Reservation","Negative"
"28355","Explorer Claims He s Located Famous Pirate Ship s Treasure","Positive"
"28356","Maryland Prosecutors Oppose  Serial  Case New Trial Ruling","Negative"
"28357","Trump s Indian American Fan Spreads the Word Back Home","Neutral"
"28358","Couple Determined to Have Beach Wedding in Spite of Matthew","Negative"
"28359"," Keeping Up With the Kardashians  on Hold After Robbery","Neutral"
"28360","AP EXPLAINS  How Colombia s Conflict Evolved Over Decades","Negative"
"28361","Officials  Helicopter Broke Apart Before Crashing  Killing 2","Very Negative"
"28362","New Jersey Group Presses Supreme Court for Sports Betting","Positive"
"28363","Nobel Peace Prize Goes to Colombian President Santos","Very Positive"
"28364","Fox News  Megyn Kelly  Sean Hannity Are Friends Again","Neutral"
"28365","Man Charged With Murder in Infant s Sexual Assault Death","Very Negative"
"28366","Two Hawkish Anti Immigration Groups Say Consulted by Trump","Negative"
"28367","NRA Gun Rights Group Pours Money Into Republican U S  Senate Campaigns","Neutral"
"28368","10 Things to Know for Today","Neutral"
"28369","DOJ to Investigate Conditions at Alabama Prisons","Neutral"
"28370","Daughter of Trump Surrogate Rudy Giuliani Backing Clinton","Neutral"
"28371","U S  Farmers Race to Ready for Hurricane Matthew s Blast","Neutral"
"28372","U S  Set to Open a Climactic Battle Against ISIS in Mosul  Iraq","Neutral"
"28373","T Mobile Says  Calling Issues  Resolved","Negative"
"28374","The Latest  Section of I 95 Closes in South Carolina","Neutral"
"28375","Global Finance Leaders Pledge Closer Cooperation","Neutral"
"28376","Awkward  Trump Drops Out of Ryan Event Amid Controversy","Very Negative"
"28377","2016 Campaign Can t Shake Bill Clinton s Scandals","Very Negative"
"28378","Trump Gets Softballs at Town Hall Ahead of Clinton Showdown","Negative"
"28379","Trump Apologizes  but Also Calls Crude Remarks a Distraction","Very Negative"
"28380","Colorado Woman Completes 82 Mile Swim","Neutral"
"28381","In Turnaround  Bundy Denies Leading Refuge Occupiers","Negative"
"28382","Derrick Rose Says He Assumed Ex Girlfriend Consented to Sex","Neutral"
"28383","At Home in Wrigleyville  Players Embrace Proximity to Park","Neutral"
"28384","Professor  American Killed in Ethiopia Had Bright Future","Neutral"
"28385","Jurors Begins to Deliberate in Case Against Police Officers","Neutral"
"28386","Parolee Charged in Slaying of Los Angeles County Sergeant","Neutral"
"28387","Report Shows Big Increase in People Seeking Asylum on Border","Neutral"
"28388","Quotations in the News","Neutral"
"28389","Solid Hiring  Better Pay Draw More Americans Into Job Hunt","Very Positive"
"28390","Covering Florida s Past Big Storms  Music and Wait From Hell","Negative"
"28391","A Look at Some of the Most Deadly US Hurricanes","Very Negative"
"28392","Donald Trump s Greatest Hits  and Misses  in Atlantic City","Negative"
"28393","Exorcising the Cubs Curse   and Other Baseball Superstitions","Negative"
"28394","Trump s Name Officially Exiting a Beleaguered Atlantic City","Neutral"
"28395","Hurricane Threatens Some of South s Most Storied Cities","Positive"
"28396","Police  Horse in Vermont Shot to Death by Bow and Arrow","Negative"
"28397","Lawyer  Backpage com CEO Will Fight Sex Trafficking Charges","Neutral"
"28398","Hurricane Matthew s Coastal Path Makes It Frightening  Experts Say","Negative"
"28399","LA Area Couple Charged With Killing Toddler Found in Duffel","Negative"
"28400","3 Charged With Unlawfully Shipping Military Tech to Russia","Negative"
"28401","US Grant Aims to Help Flint Schools Deal With Lead Crisis","Positive"
"28402","Train Service Set to Resume After Deadly New Jersey Crash","Very Negative"
"28403","The Latest  US Woman Killed in Africa a Passionate Scientist","Negative"
"28404","Chinese Glass Maker to Unveil Plant on Former Ohio GM Site","Neutral"
"28405","2 Defendants in New York Church Beating Case Take Plea Deals","Negative"
"28406","New Jersey Gas Prices to Jump After Vote to Raise Tax Passes","Neutral"
"28407","Today in History","Neutral"
"28408","How Donald Trump Uses the Tax Code in Ways You Can t","Neutral"
"28409","California Today  Hollywood History vs   Souvenir Junk ","Negative"
"28410","On the Trail With Gary Johnson","Neutral"
"28411","AP PHOTOS  Editor Selections From Latin America  Caribbean","Neutral"
"28412","Hurricane Menaces U S ","Neutral"
"28413","Women s Table Tennis World Cup Coming to US","Neutral"
"28414","When Donald Trump Went to Washington and Got Himself a Tax Break","Negative"
"28415","Jane Pauley  A Fresh  Familiar Face Hosting  Sunday Morning ","Positive"
"28416","Hurricane Matthew s Coastal Path Makes It So Frightening  Experts Say","Negative"
"28417","Armed Occupation Leader Cites Religious Faith in Justifying Oregon Refuge Takeover","Positive"
"28418","Judge Agrees With Governor  No Parole for Manson Follower","Neutral"
"28419","Man Fatally Shot by Police at University of Colorado ID d","Negative"
"28420","Shell Halts Proposed Oil By Rail Project at Its Refinery","Negative"
"28421","10 Things to Know for Friday","Neutral"
"28422","N S A  Suspect Is a Hoarder  But a Leaker  Investigators Aren t Sure ","Negative"
"28423","C E O  of Backpage com  Known for Escort Ads  Is Charged with Pimping a Minor","Neutral"
"28424","In Turnaround  Bundy Denies Leading Refuge Occupiers","Negative"
"28425","Millions Flee or Brace as Hurricane Matthew Barrels Toward Florida","Negative"
"28426","Army General Used Government Credit Card at Strip Clubs  Pentagon Says","Neutral"
"28427","At Booz Allen  a Vast U S  Spy Operation  Run for Private Profit","Neutral"
"28428","The Latest  AG to See if Rulings Affect Giant Telescope","Neutral"
"28429","JonBenet s Brother Files Defamation Suit Against Pathologist","Negative"
"28430","Man Sentenced to Jail for Defacing Islamic Center in Missouri","Neutral"
"28431","Hurricane Party Breaks Out as Matthew Misses Fort Lauderdale","Very Negative"
"28432","Jill Biden  Wife of U S  Vice President  Arrives in Cuba","Negative"
"28433","Leaked Videos Pull Back Curtain on Mormon Leadership","Neutral"
"28434","Minnesota Mall Attacker s Killing by Police Was Justified  Prosecutors Say","Negative"
"28435","Practical Tips for Surviving a Hurricane  Learned the Hard Way","Negative"
"28436","Want to Know the Crucial Areas for Clinton  Follow Michelle Obama","Neutral"
"28437","What It s Like to Be Trapped by a Category 5 Hurricane","Neutral"
"28438","Obama Administration Is Quietly Delaying Thousands of Deportation Cases","Negative"
"28439","Hurricane Matthew Pushes Toward Florida","Neutral"
"28440","Tim Kaine Criticizes Gary Johnson Over Syria Remarks","Neutral"
"28441","Donald Trump Takes Advantage of a Republican Party Pitted Against Itself","Positive"
"28442","With Senate Control at Stake  Koch Groups Start Endorsing by Name","Neutral"
"28443","Mike Pence Disavows Donald Trump s Earlier Proposal Barring Muslims","Neutral"
"28444","Hurricane Matthew Approaches Florida  Governor Urges 1 5 Million to Flee","Negative"
"28445","How to Get People to Evacuate  Try Fear","Negative"
"28446","More Asian Americans Are Identifying as Democrats  Survey Finds","Positive"
"28447","Pro Trump Group to Release Ads as Part of Major Swing State Effort","Neutral"
"28448","Questions and Answers on Hurricane Matthew","Neutral"
"28449","Purdue Pulls Out Overtime Win at Illinois  34 31","Positive"
"28450","The Latest  Neil Young Rocks for 2 Hours at Desert Trip","Negative"
"28451","Structure on Obstacle Course Collapses  Several Hurt in La ","Very Negative"
"28452","The Latest  Police Say Shooting Suspect Taken Into Custody","Negative"
"28453","Judge Dismisses S E C  Case Against Texas Attorney General","Neutral"
"28454","Sanders Supporters Seethe Over Clinton s Leaked Remarks to Wall St ","Negative"
"28455","Police Chief  2 Officers Killed  1 Hurt  Shooter at Large","Very Negative"
"28456","Two Police Officers Killed in Palm Springs  California Shooting","Negative"
"28457","Analysis  Republicans Dropping Trump Must Answer  Why Now ","Neutral"
"28458","Trump s Comments on Women Trigger Outrage From All Corners","Negative"
"28459","The Latest  Hostage Incident Over at Florida McDonald s","Negative"
"28460","Leaked Campaign Emails Show  Moderate  Side of Clinton","Neutral"
"28461","Say What  Owner of Tower Rides Out Storm in Middle of Ocean","Neutral"
"28462","CoreLogic  Matthew Insured US Property Losses as Much as  6B","Negative"
"28463","Police  2 Year Old Girl Dies in Hot Car While Mom Worked","Negative"
"28464","Evangelical Leaders Stick With Trump  Focus on Defeating Clinton","Neutral"
"28465","US Says Iran Rules Don t Ease Sanctions  but Others Disagree","Neutral"
"28466","Some of Donald Trump s Most Insulting Comments About Women","Very Negative"
"28467","Roslyn Litman  Antitrust Lawyer and Civil Liberties Advocate  Dies at 88","Neutral"
"28468","More Republicans Calling on Trump to Step Down as Nominee","Very Negative"
"28469","Paddle Boarder Has Close Encounter With White Shark","Negative"
"28470","Paul Ryan Heckled by Trump Supporters in His District","Negative"
"28471","Hawk Eyesore  Neighbors Sue to Block Home Modeled on Stadium","Very Negative"
"28472","Utah Republicans Out Front in Opposing Trump After Recording","Neutral"
"28473","Trump Apologises for Lewd Talk Caught on Live Microphone in 2005","Negative"
"28474","Backpage com CEO Transferred From Texas to California Jail","Neutral"
"28475","Trump s Crude Remarks Put Running Mate Pence in Awkward Spot","Very Negative"
"28476","Texas AG  Gratified  as Fraud Lawsuit Against Him Collapses","Negative"
"28477","Why Republicans Are Probably Stuck With Donald Trump","Negative"
"28478","Hurricane Matthew Loses Strength","Negative"
"28479","NYC Prosecutor Releases Report on Fatal Police Shooting","Negative"
"28480","Lewd Donald Trump Tape Is a Breaking Point for Many in the G O P ","Very Negative"
"28481","Border Patrol Agent  Cartel Linked Brother Facing Drug Trial","Neutral"
"28482","Singing Cowboy s Museum Expands  Adds Native American Art","Neutral"
"28483","Residents of Ritzy Hilton Head Island Happy to Be Alive","Positive"
"28484","Paul Ryan  Reluctant Supporter  Weighs Response to Donald Trump s Remarks","Negative"
"28485","Texas Man Survives Tumble Into Trash Compactor","Very Negative"
"28486","3 Arrested After Hostage Incident at Florida McDonald s","Negative"
"28487","6 Turkeys Dropped From Plane at Arkansas Festival  1 Dies","Very Negative"
"28488","Washington Voters to Decide on Nation s First Carbon Tax","Neutral"
"28489","Utah Exhibit Shows Nuclear Testing s Downwind Effects","Neutral"
"28490","Maine Couple Wins Beer  Cash in Wife Carrying Competition","Neutral"
"28491","Millennials Are in the Mix at Boomer Friendly Desert Trip","Neutral"
"28492","New Hampshire College Heats Campus With Used Cooking Oil","Neutral"
"28493","Connecticut Aquarium Holds Public Viewing of Rescued Manatee","Neutral"
"28494","Homeless Ga  Woman Wades in Neck High Floodwater to Safety","Negative"
"28495","The Latest  Portman Pulls Trump Support","Positive"
"28496","City College President Resigns Amid Scrutiny About Expenses","Neutral"
"28497","To Redefine Homestretch  Hillary Clinton Cues the Children","Neutral"
"28498","Shuffled Up  Once a Destination  Taj Mahal Poker Room Folds","Neutral"
"28499","At NYPD Tribunals  Public Can See Trial but Can t Get Result","Neutral"
"28500","Early Voting Allows Voters to React Quickly After Debates","Neutral"
"28501","Massive Maryland Prison Corruption Case Highlights National Issue","Very Negative"
"28502","U S  Formally Accuses Russian Hackers of Political Cyber Attacks","Very Negative"
"28503","U S  Hurricane Center Says Nicole Weakening","Negative"
"28504","Storm s 50 Mile Difference Between Disaster and Catastrophe","Very Negative"
"28505","Quotations in the News","Neutral"
"28506","Schools Warn of  Virtual Kidnapping  Scam Targeting Parents","Negative"
"28507","WHY IT MATTERS  Issues at Stake in Election","Negative"
"28508","Derrick Rose Says He Assumed Ex Girlfriend Consented to Sex","Neutral"
"28509","World Finance Officials Pledge More Resources to Aid Growth","Positive"
"28510","US Turns Up Heat on Russia as Ties Deteriorate","Negative"
"28511","Billy Bush Under Fire Along With Trump for Lewd Comments","Negative"
"28512","Pence Steps Past Trump on Syria  Underscoring Differences","Neutral"
"28513","Hurricane s Blow Was Less Than Feared   We Are Blessed ","Very Negative"
"28514","With Only Bad Options in Syria  US Reluctant to Alter Course","Very Negative"
"28515","Republicans Tell Trump to Quit  Billionaire Vows to Press On","Neutral"
"28516","Private Clinton Speeches Leaked in Hacking Blamed on Russia","Negative"
"28517","The Latest  Hurricane Matthew Causes North Carolina Floods","Neutral"
"28518","Ryan  Sickened  by Trump s Comments  Kirk Says Quit Race","Neutral"
"28519","Donald Trump s Apology That Wasn t","Neutral"
"28520","Hurricane Matthew Leaves Over 1 8 Million in U S  Southeast Powerless","Negative"
"28521","Transcript of Trump Video Statement in Response to Lewd Remarks About Women","Negative"
"28522","Jay Z  Serena Williams  Kendrick Help Beyonc  233  Wrap Up Tour","Positive"
"28523","Transcript of Trump Statement on Comments From 2005","Neutral"
"28524","Trump Responds to Outrage Over Comments","Negative"
"28525","From  Ohio of India  to the Real One for Political Lessons","Neutral"
"28526","Navy Commissioning Honors Ship s Pennsylvania Namesake","Neutral"
"28527","Trump Apologizes for Lewd Comments but Calls Footage a  Distraction ","Very Negative"
"28528","Trump Vows to Stay in Race After Lewd Remarks Surface","Negative"
"28529","Exit Polls  Georgian Ruling Party Leads Parliamentary Vote","Neutral"
"28530","Today in History","Neutral"
"28531","Transcript  Donald Trump s Taped Comments About Women","Neutral"
"28532","On the Trail  Week of Oct  2","Neutral"
"28533","Hurricane Matthew s Trail of Damage","Negative"
"28534","Transcript of Donald Trump s Videotaped Apology","Neutral"
"28535","Paul Ryan and Mitch McConnell Reject Donald Trump s Words  Over and Over  but Not His Candidacy","Neutral"
"28536","Leaked Speech Excerpts Show a Hillary Clinton at Ease With Wall Street","Positive"
"28537","TV Versions of  Batman    Wonder Woman  to Meet in New Comic","Positive"
"28538","The Latest  Wisconsin Says Voter ID Problems at DMV Fixed","Negative"
"28539","US Further Eases Iran Sanctions After Nuclear Deal","Neutral"
"28540","Trump Says Pence to Represent Him at Wisconsin Event on Saturday","Neutral"
"28541","Ryan  Sickened  by Trump s Comments  Kirk Says Quit Race","Neutral"
"28542","Clinton Campaign Struggled to Balance Unions  Environmentalists emails WikiLeaks","Negative"
"28543","Detroit House Preserves Memories of a Little Known Part of Rosa Parks s Life","Negative"
"28544","Donald Trump s Lewd Comments About Women","Negative"
"28545","Private Clinton Speeches Leaked in Hacking Blamed on Russia","Negative"
"28546","As Hurricane Matthew Blows Past  Florida Sighs With Relief","Positive"
"28547","Forest Whitaker Joins  Black Panther  Cast","Neutral"
"28548","Newly Released Hillary Clinton Emails Offer Glimpse at Husband s Advice","Neutral"
"28549","The Latest  Bob Dylan Opens Desert Trip With 80 Minute Set","Negative"
"28550","Billy Bush Says He s Ashamed by Lewd Talk With Donald Trump","Very Negative"
"28551","John Kerry Calls for War Crimes Investigation of Russia and Assad Government","Neutral"
"28552","US Judge Sides With Nevada Tribes in Voting Rights Case","Neutral"
"28553","The Latest  Alaska Village Asks People to Leave Walrus Alone","Negative"
"28554","Obama Votes in Chicago While on a Fund Raising Trip","Neutral"
"28555","Trump Campaign Shifts  1 8 Million in Ads to Larger Markets","Neutral"
"28556","Prosecutors Seek to Try Teenager as Adult After Shooting at South Carolina School","Neutral"
"28557","Nat Turner Was Far From Alone","Negative"
"28558","Many Florida Beach Residents Shrug Off Evacuation Orders","Negative"
"28559","Democrats Push to Extend Voter Registration in Storm Damaged Florida","Negative"
"28560","Donald Trump Adjusts His Complaints About Debate Microphone","Negative"
"28561","Group Questions Donald Trump s Lock on Evangelical Voters","Neutral"
"28562","Planned Parenthood Opens  30 Million Effort to Target Millennial Voters","Neutral"
"28563","Hurricane Matthew Avoids Direct Hit on Florida  Continues North","Neutral"
"28564","Trump Convenes Meeting of Bill Clinton Accusers Ahead of Debate","Neutral"
"28565","The Latest  The Who Rocks Two Hour Set at Desert Trip","Negative"
"28566","Matthew Unearths Civil War Cannonballs at S  Carolina Beach","Neutral"
"28567","North Carolina Resident Surveys Damage","Negative"
"28568","Union Members Approve Deal to Keep Sikorsky Aircraft","Positive"
"28569","NBC Suspends Billy Bush for Role on Trump Tape","Neutral"
"28570","3 Quakes Recorded Off Oregon Coast  No Tsunami Warning","Neutral"
"28571","Obama Describes Trump as Insecure","Negative"
"28572","Records  Company Shipped Millions of Pills to West Virginia","Neutral"
"28573","Funeral Held for Chaplain Killed at Pearl Harbor","Negative"
"28574"," Girl on the Train  Steamrolls Parker s  Birth of a Nation ","Neutral"
"28575","AT T Stops Samsung Phone Exchanges After New Fire Reports","Neutral"
"28576","Trump and Clinton s Second Debate  Analysis","Neutral"
"28577","The Latest  Police ID 5 Teenagers Killed in Wrong Way Crash","Very Negative"
"28578","Pumped Up  Brady Passes for 406 Yards in Return for Patriots","Neutral"
"28579","The Latest  Bishop Learns From Webcast of Promotion","Neutral"
"28580","Storm Wipes Out Florida Sand Crucial for Protection  Tourism","Neutral"
"28581","Things to Know as Nevada Lawmakers Vet Vegas Stadium Deal","Neutral"
"28582","3 Juveniles in Albuquerque Caught With Clown Masks  Handgun","Neutral"
"28583","Effort to Replace Trump on Ballot Would Face Tremendous Obstacles","Neutral"
"28584","Singer John Legend Opens Ohio Theater Named in His Honor","Positive"
"28585","High Steak Game  78 Point Win Means Big Restaurant Discount","Positive"
"28586","Jacob Neusner  Who Shaped American Jewish Studies  Dies","Negative"
"28587","Ahead of Debate  Trump Revives Allegations Against Clintons","Negative"
"28588","The Latest  Climber Says Obstacle Collapsed  in Slow Motion ","Very Negative"
"28589","Man Accused of Pushing Woman Off Memphis Apartment Balcony","Negative"
"28590","Kansas Sheriff s Deputy Kidnapped  Sexually Assaulted","Negative"
"28591","Gas Prices Up 4 Cents to  2 29 a Gallon","Neutral"
"28592","Surrounded by Alligators  Matthew Cleanup Goes On in Florida","Neutral"
"28593","Obama Pledges Federal Aid for Hurricane Hit Florida  Georgia","Neutral"
"28594","Ranked Choice as Easy as 1  2  3  Not So Fast  Critics Say","Neutral"
"28595"," Warrior Dash  Climbing Obstacle Collapses  4 Hospitalized","Negative"
"28596","Boxing Great Aaron Pryor  Who Battled Arguello  Dies at 60","Neutral"
"28597","Barge Parking Lot  Hudson River Plan Draws Ire of Residents","Negative"
"28598","Court Fight Over Ohio Executions Likely to Focus on Sedative","Neutral"
"28599"," This Storm Is Not Over For North Carolina ","Neutral"
"28600"," Girl on the Train  Steamrolls Parker s  Birth of a Nation ","Neutral"
"28601","Brady s Back  Bringing the  Ampness  With Him","Neutral"
"28602","Display of Rare Items Marks 75th Anniversary of Pearl Harbor","Neutral"
"28603","1 Killed  8 Wounded in Gunfire at Party in Michigan","Negative"
"28604","Gun or Stun Gun  Different Police Responses Raise Questions","Very Negative"
"28605","Man Dies After Falling 45 Feet Into Trash Pit","Very Negative"
"28606","At a Glance  Worst Recovery Rates in US States  Territories","Negative"
"28607","What Happens to Your Debts After You Die ","Very Negative"
"28608","AP Exclusive  Illinois Worst in Reclaiming Jobless Benefits","Very Negative"
"28609","Two Palm Springs Officers Are Killed","Negative"
"28610","Record 1 201 Couples Renew Wedding Vows in Kalamazoo","Neutral"
"28611","Principal  5 Teens Killed in Crash Were High School Juniors","Very Negative"
"28612","Governor  Trains Side Swiped Each Other  Causing Derailment","Neutral"
"28613","Bail Practices in Texas  Biggest County Under Scrutiny","Neutral"
"28614","Pope Taps Chicago  Indianapolis in 1st US Cardinal Picks","Neutral"
"28615","Latest  Slain Northern California Officers Honored at Vigil","Neutral"
"28616","Factbox  Some 1 6 Million Still Powerless in U S  Southeast After Hurricane","Negative"
"28617","The Latest  Clinton Camp Sees Trump Event as a  Stunt ","Negative"
"28618","Sen  Schumer Wants Cameras in All New York City Area Trains","Neutral"
"28619","The Latest  Matthew s Winds Waning but Flooding to Continue","Negative"
"28620","What to Expect From the Second Debate","Neutral"
"28621","How the GenForward Poll Was Conducted","Neutral"
"28622","GenForward Poll  Half of Black Youth Face Job Discrimination","Negative"
"28623","One Killed  Eight Wounded in Shooting at Michigan Party","Negative"
"28624","U S  Republicans in Crisis Over Trump s Vulgar Video","Very Negative"
"28625","Trump Assails Bill Clinton  Vows to Jail Hillary Clinton if He Wins White House","Neutral"
"28626","Father  Suspect in Officers  Slaying Wanted to Shoot Police","Negative"
"28627","Governing Party Ahead in Georgia s Vote Count","Neutral"
"28628","Trump Has Long History of Offensive Comments About Women","Negative"
"28629","Current  Former GOP Elected Officials Back Away From Trump","Neutral"
"28630","Widespread Outrage About Trump s Comments on Women","Negative"
"28631","VIEWERS  GUIDE  Latest Bombshell on Trump Hangs Over Debate","Negative"
"28632","Trump s Vulgar Remarks Put Pence in Awkward Position","Very Negative"
"28633","Analysis  Why Are Republicans Dropping Trump Now ","Neutral"
"28634","90 Minutes of Fire  Trump  Clinton Trade Charges  Insults","Negative"
"28635","Marina Owner Post Matthew  Dodged a Bullet  No  It Dodged Us","Negative"
"28636","Rescues and Worry After Matthew Inundates North Carolina","Negative"
"28637","Suspect Arrested in Fatal Shooting of Two California Police Officers","Very Negative"
"28638","Despite Boomer Appeal  Desert Trip Is Nothing Like Woodstock","Negative"
"28639","5 Year Old Boy Revived After Boat Capsizes Off San Francisco","Neutral"
"28640","Train Derailment Injures Dozens  Disrupts Service on Long Island  New York","Neutral"
"28641","Today in History","Neutral"
"28642","Indiana Man With Knife Fatally Shot by Police","Very Negative"
"28643","Train Derails East of NYC  Dozens Suffer Injuries","Negative"
"28644","The Latest  5 Year Old Boy Revived After Boat Capsizes","Neutral"
"28645","Derailed Train Injures 15 to 20  Disrupts Service on Long Island  New York","Neutral"
"28646","Why Care at Native American Hospitals Is Often Substandard","Negative"
"28647","Men Say Trump s Remarks on Sex and Women Are Beyond the Pale","Negative"
"28648","Donald Trump s Long Record of Degrading Women","Negative"
"28649","Women React With Fury to Donald Trump s Remarks  but Some Offer Support","Neutral"
"28650","Donald Trump s Conduct Was Excused Again and Again  But Not This Time ","Neutral"
"28651","Boat Capsizes in San Francisco  Injuring Eight Passengers","Neutral"
"28652","Nancy O Dell Calls Trump s Crass Remarks Sad  Unwarranted","Very Negative"
"28653","2 Police Officers Are Shot and Killed in Palm Springs  Calif ","Negative"
"28654","5 Year Old Critical After Boat Capsizes Off San Francisco","Negative"
"28655","Can t Find a Plan on HealthCare gov  One May Be Picked for You ","Neutral"
"28656","John McCain Withdraws Support for Donald Trump After Disclosure of Recording","Positive"
"28657","After Water Fiasco  Trust of Officials Is in Short Supply in Flint","Neutral"
"28658","A Weakened Hurricane Matthew Still Delivers Flooding and Power Failures","Negative"
"28659","What Options Does the U S  Have After Accusing Russia of Hacks ","Very Negative"
"28660","Scenes From Hurricane Matthew s Capricious Path","Negative"
"28661","Hurricane Matthew Blamed for 11 Deaths in U S   Carolinas and Georgia Hit With Severe Flooding","Very Negative"
"28662","Ranchers Tote Guns as Tribes Dig In for Long Pipeline Fight","Neutral"
"28663","Indiana Mom Says She Decided to Kill Kids After Amber Alert","Negative"
"28664","Casino Industry Leaders Back Las Vegas Stadium Proposal","Neutral"
"28665","2 Victims of Minnesota Helicopter Crash Identified","Negative"
"28666","Trump Puts Clinton Sex Abuse Claims at Center of Campaign","Negative"
"28667","Fond Letter From Einstein to His Son Goes Up for Auction","Positive"
"28668","Is My Home Flooded  N  Carolina Tech Program Can Tell You","Neutral"
"28669","Bear Attack Injures Man in Mountains East of Los Angeles","Negative"
"28670","Athletes to Trump  That s Not How Our Locker Room Talks","Neutral"
"28671","Iowa Company Recalls Cookie Dough Sold to Other Firms","Neutral"
"28672","New York Prosecutor Was Trailblazer on Reviewing Convictions","Neutral"
"28673","Obama Declares Major Disaster in North Carolina From Hurricane Matthew","Negative"
"28674","Trump to Clinton   You d Be in Jail ","Neutral"
"28675","A New Worry for Clinton  Trump s Struggles May Depress Democratic Voter Turnout","Very Negative"
"28676","Painted Swastikas Found at Congressional Candidate s Home","Neutral"
"28677","The Latest  Las Vegas Casino Execs Back Stadium for Raiders","Neutral"
"28678","Box Office Top 20   Girl on the Train  Races to Top Spot","Neutral"
"28679","Republican Party Chair Says No Change in Relationship With Trump Campaign CNN","Neutral"
